시군구,어린이집명코드,점수,어린이집명,어린이집유형,운영현황,우편번호,주소,전화번호,팩스번호,보육실수,보육실면적,놀이터수,보육교직원수,정원,현원,통학차량운영여부,위도,경도,홈페이지주소
강남구,30,,사랑어린이집,민간,정상,6258,서울특별시 강남구 강남대로54길 9 한우리교회 (도곡동),02-3462-7881,02-3462-4169,4,250,0,8,45,35,운영,37.4880176,127.0335219,
강남구,31,,단비어린이집,민간,정상,6322,서울특별시 강남구 언주로6길 10 (개포동),02-578-7187,--,6,133,0,7,39,23,미운영,37.4778096,127.0581182,
강남구,32,,아이뜰어린이집,민간,정상,6308,서울특별시 강남구 개포로22길 39-11 ,02-577-8210,02-574-1907,6,243,1,13,84,68,운영,37.4771644,127.0501171,
강남구,33,,다솔어린이집,국공립,정상,6312,서울특별시 강남구 논현로12길 19-6 우도빌딩1-3층(개포동),02-575-2577,02-573-2577,6,236,1,22,89,87,미운영,,,http://www.gncare.go.kr/gdasol
강남구,34,,해피어린이집,민간,정상,6354,서울특별시 강남구 광평로19길 10 까치마을아파트 관리동 (수서동),02-451-0515,02-2226-0494,7,250,2,16,98,88,미운영,37.4846579,127.0875723,http://cafe.naver.com/happyeducare
강남구,35,,한솔어린이집,가정,정상,6359,"서울특별시 강남구 광평로10길 6 307동 101호(일원동, 한솔마을)",02-6677-1585,02-6677-1585,3,73,3,7,20,20,운영,37.4816025,127.0776567,
강남구,36,,초망몬테소리어린이집,민간,정상,6081,서울특별시 강남구 봉은사로105길 24 (삼성동),02-545-2137,02-512-0106,5,181,3,11,68,56,운영,37.5162234,127.0618652,www.gncare.go.kr/chomang
강남구,37,,개포어린이집,국공립,정상,6331,서울특별시 강남구 영동대로3길 9 (개포동),02-2226-9286,02-2226-9287,6,195,1,16,74,69,미운영,37.4879498,127.0736883,http://www.gncare.go.kr/ggaepo
강남구,38,,보배어린이집,가정,정상,6315,서울특별시 강남구 개포로22길 106 포이빌라 101호 (개포동),02-575-6766,--,2,54,4,4,12,7,미운영,37.4760091,127.0528192,
강남구,39,,수서서머힐어린이집,민간,정상,6348,서울특별시 강남구 광평로51길 22 한아름아파트 관리동,02-445-5040,02-445-3462,5,262,1,16,78,76,운영,37.4891576,127.1032373,
강남구,40,,또래어린이집,민간,정상,6305,서울특별시 강남구 언주로 105 (개포동),02-571-3667,02-571-3667,3,72,0,7,30,26,미운영,37.4816442,127.0526666,http://cafe.daum.net/victory5713667
강남구,41,,일원사임당어린이집,민간,정상,6339,서울특별시 강남구 개포로 648 동형빌딩101호 (일원동),02-3411-4333,02-417-5484,4,66,0,9,21,21,미운영,37.4947955,127.0837668,
강남구,42,,나하나어린이집,가정,정상,6341,"서울특별시 강남구 양재대로55길 6 상가동 304,305호",02-451-7635,02-451-7771,3,92,1,7,20,16,운영,37.4912829,127.0883003,
강남구,43,,역삼럭키어린이집,가정,정상,6262,"서울특별시 강남구 논현로 213 102동 116호(도곡동, 역삼럭키아파트)",02-575-3213,--,3,75,0,6,20,19,미운영,37.4903728,127.0401344,
강남구,44,,하늘숲어린이집,민간,정상,6130,서울특별시 강남구 테헤란로13길 29 (역삼동),02-567-0665,02-567-1848,10,416,2,10,77,28,운영,37.5015068,127.0316363,http://cafe.daum.net/sky-forest.
강남구,45,,선릉삼성어린이집,민간,정상,6160,서울특별시 강남구 선릉로100길 48 (삼성동),02-539-4068,02-508-8207,7,467,3,22,175,164,미운영,37.5068141,127.0494448,
강남구,46,,강남동산어린이집,민간,정상,6306,서울특별시 강남구 개포로 257 (개포동),02-579-4855,02-579-4871,5,360,1,12,82,57,운영,37.479431,127.0502829,www.gndongsan-ch.co.kr
강남구,47,,삐아제어린이집,민간,정상,6352,서울특별시 강남구 광평로47길 17 신동아아파트 관리동,02-451-7370,02-451-7370,3,71,1,8,28,27,미운영,37.4869911,127.0984323,
강남구,48,,신사어린이집,국공립,정상,6036,서울특별시 강남구 도산대로15길 26 (신사동),02-548-5240,02-548-3277,11,472,3,27,170,165,미운영,37.5201487,127.0237172,http://gncare.go.kr/gsinsa
강남구,49,,강남영재어린이집,민간,정상,6270,서울특별시 강남구 남부순환로365길 42 (도곡동),02-575-4033,--,3,120,0,5,21,8,미운영,37.4872788,127.0407651,
강남구,50,,삼성아이사랑어린이집,가정,재개,6081,서울특별시 강남구 봉은사로105길 30 (삼성동) 삼성아이사랑어린이집,02-3445-3020,02-3445-3021,4,62,0,8,20,20,미운영,37.5165593,127.0615024,
강남구,51,,클레어린이집,민간,정상,6306,서울특별시 강남구 개포로31길 19-8 ,02-573-2895,02-573-2898,8,153,2,10,58,28,운영,37.4803146,127.048561,clie1229@hanmail.net
강남구,52,,초록나라어린이집,민간,정상,6114,서울특별시 강남구 강남대로124길 22 2층,070-7659-2483,02-515-7181,2,55,1,7,21,19,미운영,37.5091184,127.0245829,
강남구,53,,미래클어린이집,가정,정상,6322,"서울특별시 강남구 선릉로 7 23동 108호(개포동, 주공1단지아파트)",02-571-2130,--,2,50,1,5,10,10,미운영,37.47872,127.056366,
강남구,54,,천사어린이집,가정,정상,6318,"서울특별시 강남구 개포로 311 902동 111호(개포동, 우성9차아파트)",02-576-4938,--,4,72,1,7,19,17,미운영,37.4848024,127.0571779,http://www.gncare.go.kr/angel
강남구,55,,큰별어린이집,가정,정상,6330,"서울특별시 강남구 개포로 516 603동 108호(개포동, 주공6단지아파트)",02-2226-0457,02-2226-0457,3,61,1,4,16,8,미운영,37.4885738,127.0706571,
강남구,56,,에듀케어어린이집,가정,정상,6088,"서울특별시 강남구 선릉로130길 19 102동 108호(삼성동, 서광)",02-517-1417,00--0,4,80,1,6,18,18,미운영,,, educare4776 @hanmail.net
강남구,57,,포그니어린이집,가정,정상,6089,"서울특별시 강남구 학동로64길 7 102동 107호(삼성동, 한솔파크아파트)",02-543-9443,02-543-9443,2,65,6,6,20,20,운영,,,http://www.gncare.go.kr/pogny
강남구,58,,꿈사랑몬테소리어린이집,민간,정상,6280,서울특별시 강남구 삼성로51길 35 대치팰리스아파트 2단지 내 관리동,02-556-9645,02-556-9645,5,96,8,9,32,30,미운영,37.4942012,127.0584852,
강남구,59,,베베키즈룸어린이집,민간,정상,6219,서울특별시 강남구 도곡로43길 21 래미안그레이튼1단지아파트 관리동,02-557-0509,02-557-0509,3,99,2,8,23,22,미운영,37.4964269,127.0482989,http://iseoul.seoul.go.kr/homepage/main.do?stCode=11680000081
강남구,60,,소꿉 어린이집,가정,정상,6322,"서울특별시 강남구 선릉로 7 (개포동,주공아파트 113-102 )19통 2반",02-3462-6223,02-3462-6223,4,37,0,3,12,5,미운영,37.4804961,127.0583744,
강남구,61,,현이어린이집,가정,정상,6370,서울특별시 강남구 밤고개로21길 25 래미안포레아파트 315동 101호,02-459-7201,02-459-7201,4,63,0,8,20,20,미운영,,,j-o-s-@hanmail.net
강남구,62,,꿈별어린이집,가정,정상,6341,"서울특별시 강남구 양재대로55길 10 118동 106호(일원동, 수서1단지아파트)",02-445-9381,02-445-9381,3,60,0,7,17,13,미운영,37.492854,127.0902604,
강남구,63,,아이세상어린이집,가정,휴지,135963,서울 강남구 포이동 200-2.101 ,02-3461-1976,--,0,0,0,0,20,0,,37.4761661,127.049561,
강남구,64,,아름어린이집,민간,정상,6230,서울특별시 강남구 도곡로39길 6 (역삼동),02-563-5523,02-563-7523,6,166,1,9,44,41,운영,37.4944057,127.045606,www.arem.kr
강남구,65,,은마어린이집,가정,정상,6284,"서울특별시 강남구 삼성로 212 30동 114호(대치동, 은마아파트)",02-555-9659,02-566-5755,3,40,2,6,20,17,미운영,37.4959339,127.0639354,
강남구,66,,예은몬테소리어린이집,민간,휴지,6100,서울특별시 강남구 삼성로119길 37-15 (삼성동),02-541-5848,02-541-8565,5,156,1,1,36,0,미운영,37.5143461,127.0489786,http://gncare.go.kr/yeeunmontessori
강남구,67,,아기우성 어린이집,가정,정상,6337,"서울특별시 강남구 개포로110길 15 101동 104호(일원동, 일원동우성7차아파트)",070-7581-4562,--,4,83,2,5,20,7,미운영,37.4922401,127.0784896,
강남구,68,,빛나 어린이집,가정,정상,6341,"서울특별시 강남구 양재대로55길 10 121동 105호(일원동, 수서1단지아파트)",02-2226-9942,--,2,59,3,5,12,11,미운영,37.492854,127.0902604,ksr6955@hanmail.net
강남구,69,,베스트베이비어린이집,가정,정상,6335,"서울특별시 강남구 개포로109길 5 218동 108호(개포동, 대치아파트)",02-2226-8331,02-2226-8331,4,49,1,5,13,9,미운영,37.4941843,127.0754343,
강남구,70,,여명어린이집,민간,정상,6197,서울특별시 강남구 역삼로67길 11 (대치동),02-508-2686,02-563-2686,4,124,1,11,38,29,미운영,37.5021027,127.0529092,
강남구,71,,아크로힐스논현어린이집,민간,정상,6102,서울특별시 강남구 언주로 604 아크로힐스논현 관리동,02-547-1677,02-547-1677,4,217,0,10,48,40,미운영,37.5093526,127.0388621,
강남구,72,,예쁜어린이집,민간,정상,6185,서울특별시 강남구 삼성로76길 5-6 ,02-568-0406,02-538-9853,3,92,0,5,21,13,미운영,37.5043667,127.058608,cafe.naver.com/yeppen1004
강남구,73,,충현복지재단충현어린이집,민간,정상,6136,서울특별시 강남구 테헤란로27길 40 (역삼동),02-554-7055,02-554-1615,12,628,1,21,199,108,미운영,37.5049665,127.0375589,
강남구,74,,이화어린이집,가정,정상,6269,서울특별시 강남구 논현로51길 25 현대그린아파트 105호 (도곡동),02-3462-6995,02-2057-6851,4,53,1,7,20,20,운영,,,club.cyworld.com/good-ewha
강남구,75,,예원어린이집,가정,정상,6037,서울특별시 강남구 논현로151길 32-1 ,02-518-8907,02-518-8907,4,103,0,4,20,5,미운영,37.5199813,127.0254393,
강남구,76,,준현어린이집,민간,정상,6064,서울특별시 강남구 선릉로148길 48-6 ,02-517-0203,02-548-0204,8,280,1,18,94,87,운영,37.5225877,127.043359,
강남구,77,,아이큰숲어린이집,민간,정상,6090,서울특별시 강남구 학동로68길 29 관리동,02-3445-4181,02-6280-4196,5,110,0,7,41,36,미운영,37.5162354,127.048439,
강남구,78,,애솔 어린이집,가정,정상,6316,"서울특별시 강남구 언주로 3 5동 106호(개포동, 우성6차아파트)",02-573-8533,--,3,61,2,5,20,8,미운영,37.476658,127.056909,
강남구,79,,서울주택도시공사 으뜸어린이집,직장,정상,6336,서울특별시 강남구 개포로 621 SH공사 14동 5호(개포동),02-6940-8680,02-6940-8682,7,413,2,18,100,61,미운영,37.4941483,127.0787901,
강남구,80,,샛별 어린이집,가정,정상,6354,"서울특별시 강남구 광평로19길 10 1006동 103호(수서동, 까치마을아파트)",02-445-3069,02-445-3069,3,49,3,4,14,10,미운영,37.4846579,127.0875723,
강남구,81,,개포좋은어린이집,민간,휴지,6325,서울특별시 강남구 선릉로12길 10 (개포동),02-577-9353,--,4,125,2,0,47,0,운영,37.4839055,127.0610419,
강남구,82,,현대키즈어린이집,가정,정상,6090,"서울특별시 강남구 학동로68길 29 105동 103호(삼성동, 삼성동힐스테이트1차아파트)",02-542-0561,02-542-0561,3,89,5,5,19,18,미운영,,,
강남구,83,,하은어린이집,가정,정상,6285,"서울특별시 강남구 영동대로 230 6동 102호(대치동, 대치우성)",02-566-7661,02-566-7661,3,52,1,5,19,10,미운영,37.5002668,127.0692681,gncare.kr/haeun
강남구,84,,태화어린이집,민간,정상,6353,서울특별시 강남구 광평로 185 태화기독교사회복지관 내 (수서동),02-2040-1680,02-2040-1794,5,209,2,13,79,79,미운영,37.4847491,127.0934205,
강남구,85,,은성어린이집,가정,정상,6337,"서울특별시 강남구 개포로110길 15 111동 102호(일원동, 우성7차아파트)",02-445-2670,--,3,86,0,6,20,10,미운영,37.4922401,127.0784896,
강남구,86,,도곡어린이집,국공립,정상,6276,서울특별시 강남구 선릉로 217 (도곡동),02-572-9110,02-572-9147,9,949,1,25,142,128,미운영,37.4942394,127.0535198,
강남구,87,,구립선재놀이방어린이집,국공립,정상,6321,"서울특별시 강남구 개포로 310 92동 108호(개포동, 주공1단지아파트)",02-529-1306,070-4236-1306,2,42,1,4,13,12,미운영,37.4804961,127.0583744,http://www.gncare.go.kr/gsunkid
강남구,88,,오르다어린이집,국공립,정상,6096,서울특별시 강남구 봉은사로73길 3-4 ,02-546-6855,02-546-6830,5,291,3,18,91,88,미운영,37.5127599,127.0504975,http://www.gncare.go.kr/gnorda
강남구,89,,퍼스트클래스룸어린이집,민간,정상,6043,서울특별시 강남구 강남대로146길 28 (논현동),02-3446-2005,02-3444-9686,3,200,2,9,39,27,운영,37.5147364,127.0227444,
강남구,90,,튼튼영재어린이집,민간,정상,6077,서울특별시 강남구 학동로101길 26 삼익상가 3층 (청담동),02-3445-3358,02-3445-0778,5,185,0,10,50,50,운영,37.5219882,127.0596449,
강남구,91,,청담어린이집,국공립,정상,6062,서울특별시 강남구 도산대로56길 14 (청담동),02-511-1734,02-511-1736,5,289,3,15,85,68,미운영,37.5220801,127.0400983,www.gncare.go.kr/gchungdam
강남구,92,,대치삼성어린이집,민간,정상,6279,서울특별시 강남구 도곡로78길 22 대치삼성아파트 관리동,02-552-1991,02-552-1991,4,248,0,7,52,19,미운영,37.4962794,127.058363,
강남구,93,,대치어린이집,국공립,정상,6189,서울특별시 강남구 영동대로65길 11 (대치동),02-561-1730,02-558-1731,6,259,3,19,107,101,미운영,37.5018501,127.065542,http://gncare.go.kr/gdaechi
강남구,94,,강남사임당어린이집,민간,재개,6214,서울특별시 강남구 언주로 420 역삼자이아파트 관리동,02-556-1680,02-556-1681,4,99,0,8,37,36,미운영,37.5006505,127.0445493,www.aga24.net/branch/kangnam
강남구,95,,강남서머힐어린이집,민간,정상,6269,서울특별시 강남구 남부순환로365길 43 (도곡동),02-575-5575,02-575-5663,9,270,2,23,107,79,운영,37.4868879,127.045229,cafe.daum.net/summerhillkn
강남구,96,,늘푸른어린이집,민간,정상,6339,서울특별시 강남구 개포로128길 19 (일원동),02-2226-1010,02-2226-1910,4,99,1,10,27,21,운영,37.4938131,127.0838796,www.gncare.go.kr/alwayspurun
강남구,97,,역삼어린이집,국공립,정상,6245,서울특별시 강남구 테헤란로22길 46 (역삼동),02-553-1130,02-558-1132,4,220,1,12,69,60,미운영,37.4971055,127.0356468,http://www.gncare.go.kr/gyeoksam
강남구,98,,역삼래미안어린이집,민간,정상,6218,서울특별시 강남구 선릉로69길 19 역삼래미안 관리동,02-501-7713,--,3,93,1,6,25,20,미운영,37.4972813,127.0499616,
강남구,99,,해맑은어린이집,민간,정상,6309,서울특별시 강남구 개포로36길 14 해맑은어린이집 (개포동),02-574-1026,02-574-1078,7,231,0,13,87,82,운영,37.4785191,127.0512704,
강남구,100,,대청어린이집,국공립,정상,6343,서울특별시 강남구 양재대로37길 19 (일원동),02-445-2630,02-445-2478,6,215,1,14,65,63,미운영,37.4917788,127.0868231,
강남구,101,,삼육어린이집,가정,정상,6217,"서울특별시 강남구 선릉로69길 20 105동 104호(역삼동, E편한세상)",02-566-1369,--,3,85,6,5,20,13,미운영,,,
강남구,102,,예지어린이집,국공립,정상,6313,서울특별시 강남구 논현로2길 40 예지어린이집 (개포동),02-573-1840,02-573-1841,5,279,1,15,94,77,미운영,37.4734864,127.0534988,
강남구,103,,수진영재어린이집,민간,정상,6102,서울특별시 강남구 언주로114길 15-11 수진어린이집 (논현동),02-511-0580,02-3445-0580,6,128,3,9,56,23,운영,37.5107583,127.0384188,
강남구,104,,리틀바움어린이집,민간,정상,6334,서울특별시 강남구 개포로109길 21 대치2단지 관리동 1층,02-451-8704,02-451-8704,4,175,1,13,64,62,미운영,37.4941843,127.0754343,
강남구,105,,신우주어린이집,민간,정상,6356,서울특별시 강남구 일원로 120 샘터마을 단지내,02-2226-5170,02-2226-5108,4,160,1,9,58,39,운영,37.4841579,127.0823506,http://shinwooju.kidis.co.kr
강남구,106,,강남토토빌어린이집,민간,정상,6249,서울특별시 강남구 역삼로14길 13 신도빌딩 1층 (역삼동),02-555-4219,02-555-4218,5,128,1,6,46,21,운영,37.4937122,127.0357616,www.totovill.com
강남구,107,,이키즈랜드어린이집,민간,휴지,135926,서울 강남구 역삼2동 역삼 e편한세상 단지내 보육시설 ,02-538-6780,--,0,0,0,1,69,0,,,,
강남구,108,,현지아한솔어린이집,민간,정상,6359,"서울특별시 강남구 광평로10길 6 (일원동, 현지아한솔어린이집)",02-6241-3397,02-6241-3397,4,103,3,8,37,24,미운영,37.4818107,127.0777022,
강남구,109,,킹스키즈어린이집,민간,정상,6204,서울특별시 강남구 도곡로73길 31-1 ,02-3453-1997,02-538-3130,12,551,1,25,140,126,운영,37.4997974,127.0562271,
강남구,110,,역삼푸르지오어린이집,민간,정상,6216,서울특별시 강남구 언주로 332 역삼푸르지오 관리동,02-501-0030,02-501-6233,4,150,3,8,35,31,미운영,37.4976,127.0467981,
강남구,111,,우리누리 어린이집,직장,정상,6233,서울특별시 강남구 테헤란로 114 국세종합상담센터 (역삼동),02-556-3331,02-556-3231,3,77,1,9,32,26,미운영,37.5069879,127.0558247,www.woorinuri-nts.go.kr
강남구,112,,청수어린이집,국공립,정상,6012,서울특별시 강남구 압구정로79길 26 청수어린이집 (청담동),02-512-5151,02-518-0287,4,275,1,12,51,50,미운영,37.5250521,127.049284,http://www.gncare.go.kr/gchungsoo
강남구,113,,보람어린이집,국공립,정상,6280,서울특별시 강남구 남부순환로397길 19 (대치동),02-563-9511,02-539-9332,6,321,1,18,99,74,미운영,37.493212,127.056742,
강남구,114,,청마을어린이집,국공립,정상,6341,서울특별시 강남구 양재대로55길 10 대청복지관 내 1층 청마을어린이집,02-459-6335,02-459-6340,5,250,1,11,51,45,미운영,37.492615,127.0902135,www.gncare.go.kr/gchungmaeul
강남구,115,,역삼가애어린이집,국공립,정상,6229,서울특별시 강남구 도곡로37길 15 (역삼동),02-568-1623,02-568-7036,10,455,3,24,138,125,미운영,37.4948087,127.0447357,www.gncare.go.kr/gadong
강남구,116,,동명어린이집,가정,정상,6312,서울특별시 강남구 개포로20길 34 서울특별시 강남구 개포로 20길34,02-529-2383,02-529-2383,3,60,0,6,14,11,운영,37.4767068,127.048453,
강남구,117,,인성어린이집,가정,정상,6335,"서울특별시 강남구 개포로109길 5 305동 102호(개포동, 대청아파트)",02-459-0360,02-459-0360,3,42,3,6,15,11,미운영,37.4940505,127.0753177,
강남구,118,,딩동댕어린이집,가정,휴지,135807,서울 강남구 개포1동 주공아파트 101-108 ,,,0,0,0,0,9,0,,37.4804961,127.0583744,
강남구,119,,태화초록교실어린이집,민간,정상,6353,서울특별시 강남구 광평로 185 (수서동),02-2040-1696,02-2040-1795,6,205,1,8,15,15,미운영,37.4847491,127.0934205,www.taiwha.or.kr
강남구,120,,삼성어린이집,국공립,정상,6080,서울특별시 강남구 영동대로122길 7-6 ,02-514-6752,02-514-6755,8,381,2,27,160,151,운영,37.5171924,127.0596506,http://gncare.go.kr/gsamsung
강남구,121,,무역센터 꿈나무 어린이집,직장,정상,6164,서울특별시 강남구 영동대로 513 컨벤션센터 2층,02-6000-8355,02-6000-8357,4,250,2,15,80,45,미운영,37.5130619,127.0586443,www.puruni.com
강남구,122,,도곡사임당어린이집,가정,정상,6272,"서울특별시 강남구 논현로 218 2동 105호(도곡동, 삼익아파트)",02-575-5602,--,3,85,2,7,20,16,미운영,,,
강남구,123,,언북 어린이집,국공립,정상,6066,서울특별시 강남구 삼성로135길 42 언북 초등학교 내 교육문화센터 2층 (청담동),02-547-0134,02-547-0169,5,287,2,15,67,66,미운영,37.5197553,127.0450498,
강남구,124,,대치아이리베슐레어린이집,민간,정상,6278,서울특별시 강남구 선릉로 222 대치아이파크 관리동,02-563-8877,02-564-2626,4,103,1,10,37,37,미운영,37.4953504,127.0544641,
강남구,125,,하늘어린이집,가정,정상,6330,"서울특별시 강남구 개포로 516 609동 101호(개포동, 주공아파트)",02-445-7909,--,3,64,0,3,19,9,미운영,37.4885738,127.0706571,
강남구,126,,강남힐스어린이집,민간,정상,6095,서울특별시 강남구 삼성로111길 8 삼성동 힐스테이트 관리동,02-516-1129,02-516-1136,8,398,0,8,92,32,미운영,37.5138262,127.0515472,
강남구,127,,연세중앙어린이집,가정,정상,6330,"서울특별시 강남구 개포로 516 604동 104호(개포동, 주공6단지아파트)",02-459-7624,02-459-7624,4,75,2,6,19,19,미운영,37.4885738,127.0706571,http//cafe.nave.com/kids7624
강남구,128,,아이세상어린이집,가정,정상,6312,서울특별시 강남구 개포로22길 50 강남구 개포4동 1200-2 101호,02-577-0249,02-000-0000,3,75,1,2,20,2,미운영,37.4760091,127.0528192,
강남구,129,,압구정코코어린이집,민간,정상,6025,서울특별시 강남구 논현로158길 19 (신사동),02-512-2194,--,4,65,0,7,24,24,미운영,,,
강남구,130,,포스코어린이집,직장,정상,6194,서울특별시 강남구 테헤란로 440 (대치동),02-3457-6282,--,9,421,1,29,135,107,미운영,37.5057406,127.056107,
강남구,131,,e-편한어린이집,민간,정상,6217,서울특별시 강남구 선릉로69길 20 역삼e편한세상 관리동,02-2051-4081,02-2051-4082,5,163,1,11,61,44,미운영,37.4987854,127.0497058,
강남구,132,,한별어린이집,국공립,정상,6165,서울특별시 강남구 봉은사로82길 23 (삼성동),02-569-8711,02-445-8711,5,324,3,18,89,78,미운영,37.5117593,127.0554973,http://www.gncare.go.kr/ghanbyul
강남구,133,,브레인어린이집,가정,정상,6365,서울특별시 강남구 헌릉로590길 10 세곡리엔파크아파트 201동 101호,02-6440-9533,--,4,51,2,5,19,10,미운영,37.4602722,127.1013494,
강남구,134,,압구정아람어린이집,국공립,정상,6006,서울특별시 강남구 압구정로 311 (압구정동),02-545-0513,02-545-2398,7,289,2,19,99,87,미운영,37.5293104,127.0355977,
